order_id,final_price
20329,3618911.19
16747,2918162.33
26392,6556353.99
24038,3527712.82
17153,5714685.98
22212,2029882.56
23760,3192637.83
19093,2642782.77
20539,2609301.12
15836,2725310.95
25064,4262878.84
26278,3013492.72
25575,285909.18
20488,2514855.54
21034,3309194.74
20265,2857427.73
27117,3468249.03
13704,1398423.42
23436,2807080
24424,3201197.65
23374,3527083.51
23286,3246394.32
23226,2707549.29
20447,3323965
20968,2625735.86
27436,3514469.53
27309,3296321.96
19426,2512343.94
24982,5184920.4
22098,3415818.26
29352,4906091.04
27896,2790085.4
21901,3016153.5
21212,3637081.55
20195,3137924.33
26361,3375322.13
28042,3079749.38
26774,3392422.48
23312,2636527.4
23788,3429450.75
23631,3024159.63
21981,2859989.98
24285,3499856.81
26748,3511869.14
25454,3356455.5
26288,4962916.94
24930,3539073.49
28249,3337664.42
20557,3356859.49
17367,1989581.95
28207,3292672.36
26973,4504887.07
25732,2994848.73
13654,1274876
22581,2542546.96
23396,3975903.55
21159,5155263.92
20696,3434138.17
25285,3296838.49
27811,3533326.79
27148,2844522.88
21582,3228905.22
24920,3517269.47
27996,4254434.4
27993,4322611.11
17069,726642.39
23135,3506488.34
24042,3527460.79
23344,4037038.3
28660,2948206.11
22837,4006576.08
23242,3379975.77
26276,3015720.19
21868,4722852.34
25184,6162372.61
14476,7320072.57
21125,2899344
22713,3430114.05
23159,3466431.81
25721,2993636.71
26040,3541663.18
20410,6144341.5
26792,3423453.69
4447,993015.13
24961,3902309.72
14965,808183.64
20210,2922384.09
24975,5858599.8
22319,3394916.94
27471,3360668
21103,2918203.29
24286,2990691.36
22136,4549225.57
27609,4288958.8
28242,15982349.11
20503,2566173.31
27085,3002793.16
20236,3464374.66
27177,3365433.41
22715,2553142.11
27103,3515162.38
23858,5422424.18
23385,3450533.28
21521,3486197.51
27386,3336833.26
23333,4237191.58
14795,303873.4
2680,1927574.34
27964,4054501.85
21225,2895218.14
27271,3319772.87
28567,2877325.98
27522,4829095.51
28608,3908366.24
25027,8526883.77
20730,6077749.34
22706,2922052.33
27311,2907902.67
26844,3346697.52
23911,2818063.18
28595,4057017.18
26390,10652973.03
23856,3929637.36
22925,2539837.39
556,1133755.13
25347,3049303.13
17517,2546241.77
24574,3604840.29
27697,4464292.94
21889,3505274.95
26591,2795980.09
24869,3288810.91
3145,557749.62
28488,2631309.49
22657,3058536.13
21098,2532979.05
18655,4916303.29
21190,3298741.39
24633,2787093.44
24492,8474617.24
26255,3936623.37
25552,6375376.55
21798,3035920.18
26031,3510613.39
26722,3362635.02
23633,4842363.11
23338,2704482.36
21509,3175287.1
21214,5785839.72
27326,19745614.34
26273,3526427.54
21242,3201305.51
26104,3504976.49
21980,2897341.08
22859,2736682.94
26084,2660415.72
19995,2440066.05
16849,6924746.77
22996,4819314.85
24526,2704569.62
28482,4007491.96
27119,3486695.51
25553,10034972.09
